text,label
"I'm not where I want to be yet, but I can see progress.",low
Just needed to hear a friendly voice. I'm doing okay though. I'm sorry for calling.,low
i have the means right here. i'm going through with it.,imminent
"I've been thinking about I mean, how to do it.",high
I wantvd to share some good news. I started a new hobby and it's been great.,low
I need to tell someone that I've been sleeping better lately. The routine is working.,low
I'm scared to say this but i'm actually doing okay. just wanted to hear a friendly voice.,low
Financial stress is overwhelming me. I don't know what to do. I just needed to say it out loud.,medium
"I have the means right here. I mean, I'm going through with it.",imminent
I've been feeling this way for a while now. My anxiety is getting worse. I had a panic attack yesterday.,medium
i've already started. i don't think i can be saved.,imminent
I've stopped taking my medication. What's the point? Thank you for listening.,high
I don't know how to explain this but my therapist suggested i call when i feel overwhelmed. i'm practicing coping skills.,low
I don't usually call but I had to talk to someone. I'm about to take all these pills. This is it.,imminent
I have a gun and I'm thinking about using it tonight.,imminent
My chest feels tight all the time from the anxiety. I needed someone to know.,medium
I don't know how to explain this but i've set a time. in one hour i won't be here.,imminent
I'm going to drown myself. The water is ready. I'm sorry for calling.,imminent
I feel stupid saying this but i can't concentrate on anything. my mind is all over the place.,medium
"After what happened yesterday, I drank all the bleach. I can feel it burning.",imminent
thank you for always being here. it means a lot to know i can call.,low
I'm at the top of a building. I'm going to jump. I'm sorry for calling.,imminent
"I'm tired basically, of pretending to be okay.",high
I feel supported. Thank you for being there. Thank you for listening.,low
I've never told anyone this but i've been looking up methods online. just researching.,high
"I've been I mean, stockpiling my pills. Just in case.",high
I need to tell someone that I feel trapped and I can't see any way out of this situation.,high
I don't usually call but I had to talk to someone. I just took a bunch of pills. I think I'm dying.,imminent
i'm in my car with the exhaust running into it.,imminent
Thank you for always being here. It means a lot to know I can call.,low
Please don't judge me but i don't know how much longer i can keep going like this.,high
Life has no meaning anymore. Why bother?,high
I've never told anyone this but i feel disconnected from reality sometimes.,medium
I'm struggling to pay my bills and it's causing so much stress.,medium
I'm at the edge. One more step and it's over. I just needed to say it out loud.,imminent
I feel like I'm just a burden on everyone around me. I'm sorry for calling.,high
My health problems are making everything harder.,medium
"After what happened yesterday, I've been thinking about how to do it.",high
This is hard to say but i have a gun and i'm thinking about using it tonight.,imminent
"I don't know how uh, much longer I can keep going like this.",high
"I can't think of a single reason honestly, to keep living.",high
I've been thinking about not being here anymore.,high
I don't usually call but I had to talk to someone. Sometimes I think everyone would be better off without me.,high
"I don't know how uh, much longer I can keep going like this.",high
"After what happened yesterday, Things aren't perfect but I'm coping much better than before.",low
"I'm going to do it tonight. I mean, I've made up my mind.",imminent
I wanted to update you - I reconnected with an old friend this week.,low
I'm struggling to pay my bills and it's causing so much stress. I'm sorry for calling.,medium
"The sadness honestly, comes in waves and sometimes it's hard to function.",medium
The world woupd be better without me in it.,high
i feel like i'm losing myself.,medium
"After what happened yesterday, I'm in my car with the exhaust running into it.",imminent
I've never told anyone this but i've been having trouble eating. nothing tastes good anymore.,medium
Today was actually a pretty good day. I wanted to share that. I just needed to say it out loud.,low
I know this sounds crazy but i snapped at my kids yesterday and i feel terrible about it.,medium
